application_id,annual_income,cibil_score,foir_ratio,employment_years,loan_amount,loan_to_value,social_category,religion,gender,age,pin_code,approval_probability,approved
APP-03524,452575.0,601.0,0.314,1.1,424230.0,0.417,ST,Christian,Male,38.0,110003,0.2125,0
APP-00441,909717.0,781.0,0.486,3.5,917259.0,0.643,General,Hindu,Male,41.0,411045,0.9347,1
APP-04942,770427.0,859.0,0.454,5.2,992242.0,0.523,OBC,Hindu,Female,49.0,110003,0.7517,1
APP-01101,1759535.0,649.0,0.42,23.7,2743780.0,0.85,General,Hindu,Female,43.0,110004,0.6615,1
APP-03997,1658362.0,714.0,0.226,10.6,2996121.0,0.618,ST,Hindu,Male,34.0,560103,0.825,1
APP-03047,1274625.0,781.0,0.259,26.4,743528.0,0.567,SC,Hindu,Female,21.0,380015,0.7849,1
APP-00650,822644.0,854.0,0.562,5.1,1376830.0,0.587,OBC,Hindu,Female,45.0,700091,0.9091,0
APP-01547,410504.0,779.0,0.461,1.9,653216.0,0.721,General,Hindu,Female,49.0,380015,0.7319,0
APP-03526,2190442.0,714.0,0.24,2.4,1299150.0,0.457,General,Hindu,Female,45.0,400001,0.9102,1
APP-03818,1096004.0,797.0,0.402,18.1,1838156.0,0.881,SC,Hindu,Female,39.0,411045,0.7706,1
APP-04822,714510.0,609.0,0.602,10.6,623203.0,0.775,SC,Hindu,Male,37.0,560103,0.2,0
APP-03728,1371888.0,753.0,0.428,9.2,1196772.0,0.82,SC,Hindu,Female,32.0,110003,0.6131,0
APP-00631,2237745.0,779.0,0.327,7.6,1607136.0,0.851,OBC,Christian,Male,53.0,411045,0.9863,1
APP-00673,699816.0,768.0,0.215,7.9,1234638.0,0.417,OBC,Christian,Non-binary,26.0,411001,0.9701,1
APP-01250,458547.0,701.0,0.223,5.5,726276.0,0.576,OBC,Hindu,Female,51.0,380015,0.7163,0
APP-00483,1046823.0,630.0,0.418,3.7,1714127.0,0.418,OBC,Hindu,Male,46.0,110004,0.5542,1
APP-01585,942063.0,805.0,0.363,8.7,535236.0,0.603,General,Hindu,Male,21.0,302001,0.9787,1
APP-03063,3000000.0,767.0,0.409,18.1,3409016.0,0.671,OBC,Hindu,Female,49.0,110004,0.7574,1
APP-04618,605701.0,677.0,0.32,1.9,804811.0,0.721,General,Hindu,Female,38.0,600042,0.5727,0
APP-03027,1444649.0,717.0,0.45,5.6,1563707.0,0.403,OBC,Hindu,Female,25.0,500081,0.8774,1
APP-01463,652542.0,803.0,0.351,11.9,1216107.0,0.814,OBC,Hindu,Male,26.0,600001,0.9538,1
APP-03916,885100.0,805.0,0.514,7.9,623684.0,0.413,General,Hindu,Male,21.0,380001,0.9724,1
APP-04140,1164934.0,648.0,0.215,1.6,473986.0,0.733,General,Hindu,Female,36.0,500081,0.7186,1
APP-02579,1883539.0,674.0,0.513,12.9,2438415.0,0.723,OBC,Hindu,Male,51.0,560001,0.8741,1
APP-03788,1021540.0,720.0,0.32,5.2,668581.0,0.577,OBC,Hindu,Male,50.0,302001,0.9195,1
APP-00050,1034367.0,569.0,0.352,3.4,1001151.0,0.658,ST,Hindu,Female,32.0,411001,0.2739,0
APP-04281,2022278.0,753.0,0.381,4.5,3015072.0,0.447,OBC,Hindu,Female,35.0,302001,0.9145,1
APP-03045,1105641.0,640.0,0.306,7.1,1912510.0,0.571,General,Sikh,Female,53.0,700001,0.7179,1
APP-00859,400000.0,707.0,0.592,2.4,658332.0,0.637,OBC,Hindu,Female,32.0,110004,0.3246,0
APP-01073,891681.0,620.0,0.453,9.4,420219.0,0.72,OBC,Hindu,Male,46.0,110005,0.3861,1
APP-00720,599811.0,571.0,0.493,10.7,460505.0,0.823,SC,Hindu,Female,47.0,400001,0.1054,0
APP-03146,1204618.0,596.0,0.219,3.4,2300005.0,0.79,SC,Hindu,Male,28.0,700001,0.4835,1
APP-02632,610718.0,680.0,0.577,12.2,1085941.0,0.664,SC,Hindu,Male,36.0,380001,0.474,1
APP-04864,1289414.0,750.0,0.568,1.2,1436293.0,0.604,General,Hindu,Male,29.0,380015,0.9115,1
APP-01661,3000000.0,751.0,0.308,0.6,4967976.0,0.74,General,Hindu,Male,31.0,400001,0.9849,1
APP-01657,1214384.0,686.0,0.257,13.5,1097053.0,0.705,OBC,Hindu,Female,41.0,700091,0.8508,0
APP-02426,1762784.0,690.0,0.643,22.1,3450902.0,0.718,General,Hindu,Female,38.0,500001,0.8279,0
APP-03626,2748498.0,627.0,0.563,5.6,3585229.0,0.722,ST,Hindu,Female,30.0,600042,0.6065,0
APP-04221,2251252.0,729.0,0.238,14.2,3917194.0,0.461,OBC,Muslim,Female,35.0,380015,0.8288,1
APP-04965,722670.0,731.0,0.483,4.2,738867.0,0.757,SC,Hindu,Male,27.0,110005,0.5396,0
APP-03297,1247462.0,636.0,0.285,14.1,2429666.0,0.433,SC,Hindu,Female,50.0,500081,0.6896,1
APP-04468,854304.0,668.0,0.413,9.5,1312500.0,0.782,OBC,Hindu,Male,22.0,110001,0.5514,0
APP-03293,780848.0,900.0,0.356,14.7,1130921.0,0.696,General,Hindu,Female,21.0,500001,0.9257,1
APP-04742,945560.0,648.0,0.212,15.5,1373375.0,0.451,SC,Hindu,Female,28.0,110001,0.5698,1
APP-04974,400000.0,787.0,0.493,4.5,200000.0,0.532,OBC,Muslim,Male,26.0,411045,0.7675,1
APP-02607,608704.0,764.0,0.62,7.3,1185574.0,0.415,OBC,Hindu,Male,56.0,500081,0.8677,1
APP-01386,1048218.0,684.0,0.45,6.1,1606194.0,0.775,OBC,Muslim,Female,34.0,560001,0.6244,1
APP-03822,1851488.0,771.0,0.387,8.7,3381927.0,0.447,OBC,Hindu,Female,29.0,400001,0.919,1
APP-01400,494153.0,706.0,0.502,6.9,200000.0,0.75,OBC,Sikh,Female,38.0,411045,0.5259,0
APP-01196,2665102.0,728.0,0.331,11.6,4064910.0,0.65,OBC,Hindu,Male,24.0,560001,0.9839,1
APP-01409,995612.0,670.0,0.318,11.0,1071506.0,0.735,General,Hindu,Male,35.0,560001,0.8076,0
APP-03811,1143130.0,593.0,0.218,2.2,1674207.0,0.741,General,Hindu,Male,33.0,500001,0.5466,1
APP-01799,754473.0,617.0,0.586,10.3,831327.0,0.892,OBC,Hindu,Male,68.0,302001,0.2162,0
APP-01476,921825.0,660.0,0.501,10.7,1114438.0,0.755,General,Hindu,Male,36.0,380001,0.6229,0
APP-03204,1737153.0,751.0,0.376,9.8,2712376.0,0.532,SC,Hindu,Female,35.0,500081,0.7746,1
APP-00036,1758544.0,679.0,0.363,4.0,2634961.0,0.514,SC,Muslim,Male,22.0,110002,0.5764,1
APP-03529,462931.0,707.0,0.507,10.3,527498.0,0.769,OBC,Hindu,Male,43.0,400001,0.5671,1
APP-02346,615759.0,814.0,0.499,2.3,1033407.0,0.686,SC,Hindu,Female,35.0,380015,0.7313,1
APP-03166,1185566.0,701.0,0.241,15.0,541251.0,0.771,OBC,Hindu,Female,45.0,400001,0.8661,0
APP-02360,2193872.0,633.0,0.428,26.9,4227406.0,0.578,SC,Hindu,Male,39.0,380001,0.786,1
APP-02207,796062.0,664.0,0.502,2.2,1210211.0,0.481,OBC,Muslim,Male,53.0,110001,0.4603,0
APP-03754,1460660.0,699.0,0.21,5.2,2244659.0,0.745,SC,Hindu,Male,35.0,400050,0.7932,1
APP-01287,515201.0,742.0,0.481,5.1,416435.0,0.508,SC,Hindu,Male,40.0,560103,0.6841,1
APP-00350,2091695.0,752.0,0.548,6.1,3916482.0,0.609,General,Hindu,Male,42.0,500001,0.966,1
APP-02138,1526766.0,624.0,0.488,6.9,1238979.0,0.606,SC,Hindu,Male,50.0,411001,0.5785,1
APP-02692,596894.0,803.0,0.582,3.0,436514.0,0.48,General,Hindu,Male,39.0,500081,0.9168,1
APP-04544,616685.0,758.0,0.427,2.6,403655.0,0.765,SC,Hindu,Female,43.0,560001,0.6566,1
APP-03114,1476633.0,717.0,0.279,18.9,857184.0,0.443,OBC,Other,Female,21.0,600001,0.9107,1
APP-01682,598873.0,893.0,0.37,4.9,503627.0,0.61,SC,Hindu,Female,45.0,411045,0.7824,1
APP-04273,1218109.0,757.0,0.259,5.7,1478293.0,0.869,OBC,Hindu,Female,21.0,110005,0.7287,1
APP-01444,2053104.0,725.0,0.519,8.7,2087443.0,0.413,General,Hindu,Female,48.0,500001,0.8992,1
APP-03231,798964.0,710.0,0.403,0.4,582744.0,0.869,OBC,Muslim,Female,27.0,500001,0.5951,1
APP-01672,449767.0,674.0,0.461,3.9,227003.0,0.624,ST,Hindu,Female,52.0,600001,0.3507,0
APP-03652,1136948.0,822.0,0.254,31.8,1611952.0,0.602,OBC,Hindu,Female,34.0,700001,0.9269,1
APP-01180,1232120.0,784.0,0.632,5.9,1912840.0,0.578,OBC,Hindu,Female,31.0,700001,0.8823,1
APP-02799,1332000.0,705.0,0.375,16.5,975860.0,0.737,OBC,Muslim,Male,35.0,700001,0.8346,1
APP-01693,501088.0,621.0,0.64,17.5,746343.0,0.619,OBC,Hindu,Male,40.0,380001,0.2581,0
APP-03861,544801.0,561.0,0.379,5.4,1027755.0,0.716,General,Muslim,Female,34.0,500081,0.1134,0
APP-00373,1534795.0,784.0,0.278,9.1,2247605.0,0.501,General,Hindu,Female,40.0,110004,0.7554,0
APP-03948,400000.0,674.0,0.28,10.4,598360.0,0.832,OBC,Hindu,Female,38.0,110004,0.3932,1
APP-01917,734897.0,717.0,0.405,10.4,1439285.0,0.451,General,Hindu,Male,27.0,700091,0.8859,1
APP-01358,776039.0,608.0,0.587,16.0,1303313.0,0.711,OBC,Other,Male,38.0,110001,0.2732,0
APP-01826,1400595.0,676.0,0.298,1.4,1876213.0,0.469,OBC,Hindu,Female,53.0,302001,0.8385,1
APP-00787,1022352.0,673.0,0.352,8.6,767909.0,0.427,General,Hindu,Female,34.0,600042,0.8067,1
APP-00470,618137.0,722.0,0.55,10.8,1119526.0,0.491,OBC,Hindu,Male,49.0,302001,0.796,1
APP-00141,1230234.0,723.0,0.285,11.3,1370403.0,0.512,OBC,Hindu,Male,33.0,411045,0.9624,1
APP-00789,582041.0,702.0,0.268,5.8,788027.0,0.533,SC,Hindu,Female,46.0,500001,0.6499,0
APP-00324,1455624.0,799.0,0.494,4.7,2486480.0,0.704,General,Hindu,Female,48.0,700091,0.9055,1
APP-00051,1155531.0,797.0,0.341,4.1,894525.0,0.803,OBC,Hindu,Male,21.0,700001,0.9711,1
APP-00715,900014.0,759.0,0.564,5.7,1737633.0,0.738,SC,Other,Male,21.0,560001,0.7404,1
APP-04480,1214889.0,832.0,0.407,17.5,1773183.0,0.503,General,Muslim,Male,31.0,380001,0.8945,0
APP-02841,919489.0,711.0,0.202,9.3,1767107.0,0.715,SC,Muslim,Female,43.0,380001,0.6526,0
APP-02447,828572.0,747.0,0.456,16.8,792872.0,0.533,OBC,Muslim,Female,25.0,110005,0.6441,0
APP-04804,1627424.0,661.0,0.251,11.2,1809130.0,0.861,ST,Hindu,Male,26.0,500081,0.7488,1
APP-04411,2042489.0,687.0,0.6,5.8,1461247.0,0.476,OBC,Hindu,Non-binary,46.0,380015,0.8984,1
APP-04587,1287809.0,553.0,0.45,15.0,1790613.0,0.777,General,Hindu,Male,46.0,110005,0.2789,0
APP-04741,873422.0,811.0,0.606,5.5,967426.0,0.794,OBC,Muslim,Female,31.0,500001,0.7778,1
APP-02667,818915.0,545.0,0.454,4.4,1524921.0,0.461,SC,Hindu,Female,34.0,302001,0.1619,0
APP-00407,942923.0,616.0,0.529,2.3,1142787.0,0.593,OBC,Hindu,Male,40.0,302001,0.4001,1
APP-03347,1136914.0,694.0,0.249,3.8,1732104.0,0.677,ST,Hindu,Female,47.0,380001,0.7051,1
APP-01005,1001498.0,524.0,0.275,0.5,1383703.0,0.504,ST,Hindu,Female,26.0,700091,0.1974,0
APP-04666,1557128.0,625.0,0.414,1.0,1266695.0,0.452,General,Hindu,Female,21.0,110001,0.5696,1
APP-00891,659338.0,723.0,0.34,3.4,1169928.0,0.509,SC,Muslim,Male,41.0,500001,0.6583,1
APP-02412,2198640.0,702.0,0.54,8.8,2475867.0,0.838,SC,Hindu,Female,27.0,110002,0.585,0
APP-02546,783835.0,822.0,0.522,4.2,544898.0,0.758,SC,Hindu,Female,40.0,600001,0.7491,1
APP-03424,613104.0,757.0,0.647,6.9,574357.0,0.513,SC,Hindu,Male,41.0,400001,0.693,1
APP-02391,400000.0,762.0,0.486,10.9,393516.0,0.878,SC,Hindu,Male,33.0,400001,0.6136,1
APP-03927,1484440.0,785.0,0.414,10.7,2877194.0,0.771,OBC,Muslim,Male,33.0,560103,0.8795,1
APP-00043,716946.0,680.0,0.569,31.9,235058.0,0.636,OBC,Hindu,Female,33.0,110002,0.6038,0
APP-02831,632792.0,745.0,0.249,14.2,635861.0,0.894,General,Hindu,Male,25.0,302001,0.8995,1
APP-04442,400000.0,686.0,0.49,11.8,226164.0,0.66,General,Hindu,Female,34.0,400001,0.4595,0
APP-00304,848519.0,778.0,0.513,3.0,386179.0,0.538,SC,Hindu,Female,21.0,400050,0.7351,1
APP-04505,704321.0,679.0,0.408,10.9,397686.0,0.685,OBC,Hindu,Male,22.0,600001,0.7064,1
APP-03734,829114.0,717.0,0.346,1.9,1001452.0,0.696,OBC,Muslim,Male,41.0,700091,0.7535,1
APP-00665,960027.0,795.0,0.504,2.5,1130733.0,0.402,OBC,Hindu,Female,44.0,110004,0.7364,1
APP-01178,1077144.0,683.0,0.395,10.8,1808232.0,0.83,General,Hindu,Male,35.0,110003,0.6532,1
APP-02677,2187785.0,627.0,0.606,6.6,2628835.0,0.763,SC,Hindu,Female,30.0,500001,0.5245,1
APP-01948,634733.0,693.0,0.489,4.6,1067590.0,0.876,General,Hindu,Female,33.0,700091,0.4937,1
APP-02502,1132533.0,701.0,0.563,11.6,644836.0,0.84,General,Hindu,Male,38.0,700001,0.7767,1
APP-01474,400000.0,735.0,0.6,6.5,495043.0,0.511,General,Muslim,Female,28.0,110005,0.4398,1
APP-03471,461788.0,790.0,0.552,13.8,207596.0,0.471,ST,Hindu,Female,40.0,500001,0.7198,1
APP-04077,400000.0,859.0,0.611,12.3,435009.0,0.476,OBC,Hindu,Male,36.0,700001,0.9574,1
APP-02133,827770.0,798.0,0.465,4.5,1232911.0,0.798,OBC,Hindu,Male,24.0,500001,0.9346,1
APP-01027,400000.0,635.0,0.367,7.7,446678.0,0.834,SC,Hindu,Female,25.0,380015,0.2061,0
APP-00962,1067707.0,599.0,0.216,21.7,1813094.0,0.735,General,Muslim,Male,26.0,302001,0.6565,1
APP-02890,846859.0,706.0,0.481,5.5,1010871.0,0.525,SC,Hindu,Male,21.0,700091,0.6934,1
APP-03949,972654.0,688.0,0.49,14.2,1087679.0,0.81,General,Muslim,Male,35.0,600042,0.6871,1
APP-02010,1367300.0,619.0,0.608,12.1,526228.0,0.755,OBC,Hindu,Male,30.0,110005,0.4213,1
APP-02150,1065753.0,670.0,0.596,13.7,691787.0,0.521,OBC,Hindu,Male,33.0,600042,0.7577,1
APP-03952,3000000.0,604.0,0.577,20.7,1846285.0,0.796,OBC,Hindu,Male,34.0,110003,0.6482,1
APP-02339,1690035.0,640.0,0.369,3.9,2224953.0,0.851,OBC,Hindu,Male,27.0,110004,0.603,0
APP-03979,1450875.0,696.0,0.477,17.6,1624277.0,0.475,OBC,Other,Male,54.0,110002,0.7683,0
APP-00305,969803.0,732.0,0.497,15.9,1533505.0,0.862,SC,Hindu,Female,28.0,110003,0.5658,0
APP-01441,717263.0,707.0,0.419,10.1,647360.0,0.829,OBC,Hindu,Male,52.0,302001,0.7488,0
APP-01497,1175153.0,706.0,0.291,12.8,2186405.0,0.474,General,Hindu,Male,40.0,411045,0.9513,1
APP-02653,1902740.0,681.0,0.392,13.8,1809403.0,0.421,SC,Hindu,Female,21.0,560001,0.7547,1
APP-02876,400000.0,654.0,0.481,8.7,612059.0,0.548,SC,Muslim,Female,40.0,411001,0.2679,1
APP-00917,2050638.0,753.0,0.374,3.4,2227370.0,0.743,OBC,Other,Female,38.0,411001,0.9038,1
APP-04174,688598.0,742.0,0.613,14.8,768768.0,0.707,OBC,Hindu,Male,39.0,400001,0.8115,1
APP-03709,931443.0,682.0,0.491,2.0,470690.0,0.779,General,Hindu,Female,34.0,411001,0.5922,1
APP-02773,885003.0,558.0,0.463,11.0,839580.0,0.603,OBC,Hindu,Female,54.0,400001,0.2461,0
APP-01625,1100991.0,764.0,0.221,16.0,2017518.0,0.561,OBC,Hindu,Male,33.0,380001,0.9842,1
APP-04339,1014626.0,758.0,0.462,3.1,1918387.0,0.858,OBC,Hindu,Female,36.0,110004,0.6777,0
APP-00822,2052151.0,605.0,0.457,4.2,3890433.0,0.669,OBC,Hindu,Male,48.0,411045,0.6747,0
APP-04926,1752915.0,601.0,0.388,9.3,753224.0,0.631,OBC,Hindu,Male,33.0,500081,0.7136,0
APP-01355,2602513.0,589.0,0.324,3.5,3392859.0,0.405,OBC,Hindu,Female,21.0,380015,0.7821,1
APP-04880,577260.0,726.0,0.481,7.8,507294.0,0.556,ST,Hindu,Male,28.0,302001,0.6702,1
APP-00851,834505.0,627.0,0.475,4.9,522608.0,0.453,OBC,Muslim,Female,53.0,380001,0.4482,1
APP-01001,970794.0,654.0,0.491,16.5,1542870.0,0.678,SC,Hindu,Female,22.0,700091,0.5574,0
APP-03365,1274870.0,573.0,0.584,3.9,1951221.0,0.537,General,Hindu,Male,46.0,411001,0.3204,0
APP-00019,1551505.0,714.0,0.201,28.3,1816695.0,0.518,ST,Hindu,Male,36.0,400050,0.8393,1
APP-01638,1627279.0,708.0,0.295,12.0,847840.0,0.802,General,Hindu,Male,21.0,380001,0.9459,1
APP-01668,1001000.0,717.0,0.648,12.6,893090.0,0.676,SC,Hindu,Male,41.0,380001,0.6843,1
APP-00494,1254808.0,681.0,0.593,3.5,1033875.0,0.611,OBC,Hindu,Female,22.0,700091,0.6846,0
APP-01348,693404.0,677.0,0.222,3.0,434045.0,0.669,OBC,Hindu,Male,42.0,700091,0.7551,1
APP-03978,880805.0,788.0,0.319,13.2,742682.0,0.563,General,Muslim,Female,21.0,380015,0.8188,1
APP-04871,552245.0,736.0,0.426,1.5,838287.0,0.462,OBC,Hindu,Male,39.0,411045,0.8214,1
APP-03602,3000000.0,732.0,0.486,8.7,5035384.0,0.788,General,Hindu,Female,37.0,411001,0.9027,1
APP-03659,635420.0,729.0,0.321,6.0,1154632.0,0.678,OBC,Hindu,Male,25.0,380001,0.8501,1
APP-00688,2115280.0,696.0,0.586,8.2,1697347.0,0.543,ST,Hindu,Male,25.0,600042,0.7804,0
APP-03718,1249160.0,685.0,0.206,12.5,2263444.0,0.431,OBC,Muslim,Male,55.0,380015,0.8579,1
APP-01609,896872.0,661.0,0.516,5.8,672200.0,0.463,OBC,Hindu,Male,36.0,700091,0.6815,1
APP-04620,1343719.0,582.0,0.205,10.5,516467.0,0.629,OBC,Hindu,Male,30.0,700001,0.6906,0
APP-04010,1791663.0,628.0,0.527,3.4,2117926.0,0.508,General,Muslim,Female,47.0,600042,0.6088,0
APP-01010,1208550.0,673.0,0.28,1.7,1553926.0,0.771,OBC,Hindu,Male,25.0,700091,0.8123,1
APP-02409,400000.0,605.0,0.614,20.7,602663.0,0.578,SC,Hindu,Male,44.0,700001,0.1679,0
APP-01093,1488049.0,770.0,0.633,9.7,554005.0,0.456,OBC,Hindu,Female,28.0,110002,0.7358,1
APP-01328,451830.0,684.0,0.225,9.8,411909.0,0.517,ST,Muslim,Female,43.0,110005,0.4429,0
APP-01678,1199929.0,694.0,0.474,2.2,773591.0,0.423,General,Hindu,Female,32.0,380015,0.8052,1
APP-02000,3000000.0,591.0,0.372,7.6,3103304.0,0.628,OBC,Hindu,Male,32.0,110005,0.6733,1
APP-01311,554327.0,669.0,0.599,26.7,1085404.0,0.757,SC,Hindu,Female,24.0,560001,0.4399,1
APP-03246,1183503.0,678.0,0.253,11.6,2296221.0,0.446,OBC,Hindu,Male,42.0,110004,0.7629,1
APP-01988,681398.0,617.0,0.564,11.9,354154.0,0.487,OBC,Hindu,Male,39.0,400001,0.3986,0
APP-03636,524467.0,685.0,0.204,10.3,563071.0,0.413,OBC,Hindu,Male,42.0,380001,0.8408,1
APP-00345,2243652.0,712.0,0.433,11.9,1137159.0,0.567,OBC,Sikh,Male,46.0,400050,0.9675,1
APP-04178,1183306.0,836.0,0.354,12.4,2344057.0,0.421,OBC,Hindu,Male,39.0,600001,0.99,1
APP-00987,495526.0,650.0,0.302,2.2,681649.0,0.835,OBC,Hindu,Male,39.0,700091,0.387,0
APP-03838,933305.0,616.0,0.511,1.8,567577.0,0.506,General,Muslim,Female,28.0,380001,0.3714,0
APP-03794,1434908.0,598.0,0.649,7.5,546661.0,0.793,SC,Hindu,Male,42.0,500001,0.2932,0
APP-04304,742774.0,577.0,0.31,4.4,866360.0,0.634,SC,Hindu,Female,56.0,600042,0.2507,0
APP-03989,1819049.0,737.0,0.457,9.0,1899210.0,0.805,OBC,Hindu,Male,34.0,560103,0.9486,0
APP-03964,796476.0,829.0,0.583,6.9,1244238.0,0.592,OBC,Hindu,Female,21.0,500081,0.8956,1
APP-03019,1208427.0,742.0,0.422,11.2,1781300.0,0.835,SC,Hindu,Female,34.0,500081,0.7327,1
APP-01143,400000.0,781.0,0.31,3.5,654149.0,0.694,OBC,Hindu,Male,40.0,302001,0.87,1
APP-02359,1830579.0,674.0,0.483,14.4,1631752.0,0.789,OBC,Hindu,Female,41.0,700091,0.8123,0
APP-01199,2101097.0,514.0,0.516,5.9,3032950.0,0.755,General,Hindu,Male,29.0,700001,0.2352,0
APP-00086,1275689.0,737.0,0.643,1.9,464375.0,0.605,SC,Hindu,Female,55.0,110004,0.5612,1
APP-01519,854202.0,744.0,0.243,7.5,481148.0,0.608,OBC,Hindu,Female,21.0,110005,0.7224,1
APP-00517,1396771.0,665.0,0.574,12.5,1041972.0,0.794,OBC,Muslim,Male,35.0,700091,0.6553,1
APP-01382,400000.0,848.0,0.231,9.3,201373.0,0.843,ST,Hindu,Male,39.0,110005,0.6733,1
APP-02717,1059150.0,664.0,0.428,23.7,805804.0,0.406,SC,Hindu,Male,21.0,700001,0.7625,1
APP-04090,1458374.0,642.0,0.514,7.2,2711001.0,0.875,SC,Hindu,Female,37.0,400050,0.485,0
APP-01015,593023.0,638.0,0.565,1.9,1072476.0,0.65,SC,Muslim,Female,33.0,110005,0.1649,0
APP-00129,726239.0,690.0,0.301,16.8,1347071.0,0.51,OBC,Hindu,Male,42.0,700001,0.8828,1
APP-01365,827089.0,636.0,0.524,14.8,1484282.0,0.528,SC,Hindu,Male,25.0,110001,0.417,0
APP-03611,1380653.0,654.0,0.467,9.2,1813466.0,0.512,OBC,Muslim,Female,44.0,400001,0.6823,1
APP-03113,2243397.0,762.0,0.625,22.1,2938600.0,0.5,OBC,Hindu,Male,31.0,110001,0.8082,1
APP-00892,756642.0,894.0,0.649,2.8,475033.0,0.625,SC,Hindu,Female,35.0,600042,0.7754,1
APP-02794,772480.0,789.0,0.215,7.9,1042352.0,0.404,OBC,Hindu,Female,50.0,411045,0.9139,1
APP-04759,610492.0,673.0,0.406,18.4,326289.0,0.704,General,Hindu,Male,48.0,400050,0.6955,1
APP-01360,880750.0,712.0,0.25,2.7,1631523.0,0.617,ST,Christian,Female,27.0,700091,0.7057,0
APP-00308,1915584.0,653.0,0.224,4.0,3775816.0,0.524,OBC,Hindu,Male,31.0,380001,0.9245,0
APP-01662,576911.0,692.0,0.344,12.6,835018.0,0.827,OBC,Hindu,Female,53.0,411045,0.6484,1
APP-02432,1671616.0,642.0,0.463,5.2,2907451.0,0.77,General,Muslim,Male,21.0,380001,0.647,1
APP-03921,1175321.0,868.0,0.381,16.4,1983981.0,0.44,General,Hindu,Male,41.0,400001,0.99,1
APP-01318,1206860.0,718.0,0.649,3.5,828466.0,0.653,OBC,Muslim,Male,28.0,600042,0.7207,1
APP-04295,1038096.0,686.0,0.34,13.6,342631.0,0.609,SC,Hindu,Male,31.0,560103,0.7531,1
APP-02475,635204.0,685.0,0.387,13.0,641479.0,0.706,OBC,Hindu,Female,38.0,380015,0.67,0
APP-02543,851914.0,742.0,0.341,6.5,1448955.0,0.682,General,Hindu,Male,29.0,411001,0.9139,1
APP-01247,813772.0,708.0,0.345,9.2,1430134.0,0.747,SC,Hindu,Male,37.0,411001,0.7129,0
APP-01209,3000000.0,839.0,0.274,15.0,1967899.0,0.893,OBC,Muslim,Male,21.0,700001,0.8982,1
APP-00217,1308731.0,715.0,0.428,6.2,2476496.0,0.709,SC,Hindu,Female,26.0,400050,0.7096,0
APP-04284,793047.0,604.0,0.578,7.9,572818.0,0.724,General,Hindu,Male,38.0,110004,0.2121,1
APP-03051,1645311.0,750.0,0.334,1.5,2038511.0,0.708,SC,Hindu,Male,31.0,600042,0.8189,1
APP-01240,2172634.0,658.0,0.581,0.4,4235437.0,0.69,ST,Hindu,Male,33.0,600001,0.6533,0
APP-02290,453768.0,745.0,0.565,5.7,415503.0,0.63,SC,Hindu,Male,34.0,560001,0.5896,1
APP-02741,652810.0,612.0,0.646,8.2,637412.0,0.473,General,Hindu,Male,32.0,600001,0.2784,0
APP-00276,1212790.0,616.0,0.315,6.8,2348005.0,0.552,SC,Hindu,Male,37.0,600001,0.6063,1
APP-00490,1394858.0,779.0,0.582,3.9,1633946.0,0.64,OBC,Christian,Male,24.0,380001,0.9517,1
APP-01036,999304.0,637.0,0.536,3.1,1785724.0,0.457,OBC,Muslim,Male,32.0,110005,0.4278,1
APP-01230,1327230.0,663.0,0.254,3.3,981847.0,0.501,General,Hindu,Female,25.0,600001,0.8244,0
APP-04577,638260.0,659.0,0.325,5.3,289367.0,0.512,OBC,Hindu,Male,44.0,600042,0.6719,0
APP-01009,1459544.0,724.0,0.501,18.4,1603047.0,0.777,SC,Hindu,Male,38.0,500081,0.793,1
APP-04044,485914.0,743.0,0.463,1.2,379332.0,0.434,ST,Christian,Female,57.0,600001,0.6319,1
APP-04389,442861.0,659.0,0.412,3.9,717133.0,0.603,SC,Hindu,Male,42.0,560103,0.3555,0
APP-03366,526805.0,781.0,0.522,10.6,913933.0,0.877,SC,Muslim,Female,29.0,411045,0.5909,1
APP-02533,1130139.0,733.0,0.592,11.0,1580041.0,0.695,General,Hindu,Male,26.0,110004,0.72,1
APP-04161,513851.0,749.0,0.62,6.7,560755.0,0.704,OBC,Hindu,Male,21.0,600042,0.6916,1
APP-01059,1060960.0,649.0,0.308,10.0,1825639.0,0.57,SC,Hindu,Male,37.0,560001,0.6863,1
APP-02167,3000000.0,831.0,0.223,12.8,2975197.0,0.72,OBC,Hindu,Female,37.0,560001,0.9285,1
APP-03361,972415.0,795.0,0.617,6.7,1296929.0,0.789,OBC,Hindu,Male,46.0,110001,0.7557,1
APP-00282,417992.0,778.0,0.23,5.2,356973.0,0.419,General,Hindu,Female,45.0,400050,0.8731,1
APP-03553,1676829.0,732.0,0.587,1.0,2453265.0,0.781,OBC,Hindu,Female,37.0,600001,0.82,1
APP-01317,903507.0,616.0,0.322,5.7,1190407.0,0.875,OBC,Muslim,Male,21.0,400001,0.41,1
APP-04969,846808.0,798.0,0.534,4.5,1077274.0,0.848,OBC,Hindu,Male,43.0,560103,0.9156,1
APP-00969,1587529.0,789.0,0.313,29.0,1728861.0,0.714,OBC,Hindu,Male,42.0,500001,0.99,1
APP-03115,1154475.0,613.0,0.268,0.8,1347372.0,0.533,OBC,Hindu,Male,44.0,700091,0.6741,1
APP-03907,450482.0,698.0,0.242,5.2,200000.0,0.695,OBC,Hindu,Female,43.0,700001,0.6498,1
APP-03155,737772.0,758.0,0.477,15.4,1165794.0,0.419,OBC,Muslim,Female,46.0,302001,0.7905,1
